City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,fare,-16.7,-151.0167,26.3,77,5,8.5,PF,1670271020
364,macamic,48.7502,-78.9996,-4.13,94,100,0.13,CA,1670271512
365,madang,-5.2246,145.7966,24.41,90,100,1.56,PG,1670271513
366,roebourne,-20.7833,117.1333,28.25,40,4,5.66,AU,1670271513
367,linxia,35.6003,103.2064,-2.94,55,85,0.78,CN,1670271513
368,asau,46.4333,26.4,-1.49,99,100,1.42,RO,1670270922
369,aanekoski,62.6946,25.818,-5.64,100,100,4.27,FI,1670271217
370,svetlaya,46.5389,138.3297,-12.6,73,2,4.06,RU,1670271514
371,shuyskoye,59.3736,41.0305,-9.69,90,100,2.55,RU,1670271514
372,ambulu,-8.345,113.6058,23.98,87,100,0.59,ID,1670271515
373,luocheng,29.3848,104.0286,8.92,70,100,1.19,CN,1670271516
374,chuy,-33.6971,-53.4616,24.02,57,0,4.65,UY,1670271516
375,tecoanapa,16.5167,-98.75,29.01,61,1,4.7,MX,1670271517
376,aklavik,68.2191,-135.0107,-25.46,86,100,9.91,CA,1670270860
377,husavik,66.0449,-17.3389,-0.35,80,91,4.36,IS,1670270818
378,kisangani,0.5167,25.2,20.86,99,100,1.14,CD,1670271518
379,nioro,13.35,-15.75,23.87,57,28,2.6,GM,1670271518
380,vangaindrano,-23.35,47.6,22.58,93,70,2.51,MG,1670271519
381,abu dhabi,24.4667,54.3667,25.01,80,0,1.03,AE,1670271025
382,faanui,-16.4833,-151.75,26.39,77,61,7.86,PF,1670270885
383,japura,-0.3167,102.35,22.3,98,100,0.62,ID,1670271078
384,lata,40.1629,-8.3327,12.82,91,100,1.66,PT,1670271520
385,revda,56.801,59.9303,-19.03,100,100,1.02,RU,1670271520
386,causapscal,48.3542,-67.227,0.63,73,95,5.94,CA,1670271521
387,orimattila,60.8049,25.7296,-3.16,97,100,1.82,FI,1670271521
388,mayumba,-3.432,10.6554,25.52,92,100,2.16,GA,1670271522
389,talant,47.3369,5.0089,3.19,100,92,1.54,FR,1670271522
390,eureka,40.8021,-124.1637,12.33,87,22,1.79,US,1670271341
391,puerto madryn,-42.7692,-65.0385,33.53,11,77,14.19,AR,1670271523
392,adelaide,-34.9333,138.6,13.28,64,100,4.02,AU,1670271028
393,kemijarvi,66.7131,27.4306,-0.27,96,100,4.78,FI,1670271524
394,tuatapere,-46.1333,167.6833,8.5,91,100,2.15,NZ,1670271524
395,mackenzie,55.2999,-123.1698,-10.52,86,100,1.15,CA,1670271314
396,tres arroyos,-38.3739,-60.2798,38.88,12,25,8.47,AR,1670271525
397,saint-joseph,-21.3667,55.6167,23.21,77,100,5.27,RE,1670271526
398,orange,33.7,-117.7675,18.81,65,75,4.12,US,1670271243
399,havre-saint-pierre,50.2334,-63.5986,-0.18,68,100,10.28,CA,1670271074
400,srednekolymsk,67.45,153.6833,-41.5,100,100,0.8,RU,1670271060
401,mount pleasant,32.7941,-79.8626,15.56,88,75,3.09,US,1670271319
402,oussouye,12.485,-16.5469,25.95,56,57,3.12,SN,1670271527
403,san quintin,30.4833,-115.95,18.83,71,0,7.6,MX,1670271013
404,quelimane,-17.8786,36.8883,26.54,81,23,3.58,MZ,1670271052
405,batemans bay,-35.7167,150.1833,16.17,90,17,2.16,AU,1670271018
406,riachao,-7.3619,-46.6172,27.13,72,82,1.42,BR,1670271528
407,mattru,7.6244,-11.8332,24.83,89,100,1.31,SL,1670270884
408,lompoc,34.6391,-120.4579,17.51,68,40,4.12,US,1670270994
409,avera,33.194,-82.5271,11.88,95,100,2.81,US,1670271049
410,gladstone,-23.85,151.25,20.99,88,0,2.06,AU,1670271106
411,srandakan,-7.9386,110.2506,24.38,92,100,1.8,ID,1670271529
412,santa cecilia,-26.9608,-50.4269,21.69,85,10,1.65,BR,1670271530
413,vieste,41.8825,16.175,14.98,70,4,3.49,IT,1670271530
414,cururupu,-1.8283,-44.8683,28.0,70,38,3.02,BR,1670271531
415,shamsabad,27.0167,78.1333,14.5,44,0,1.94,IN,1670271531
416,kaitong,44.8135,123.15,-12.08,53,0,6.21,CN,1670271532
417,ekhabi,53.5102,142.9671,-19.54,93,31,4.91,RU,1670271532
418,hinton,53.4001,-117.5857,-12.47,91,100,1.96,CA,1670271533
419,collie,-33.3667,116.15,13.64,81,100,4.46,AU,1670271533
420,lasa,46.6166,10.7002,1.5,93,76,2.87,IT,1670271534
421,forest hill,32.6721,-97.2692,27.05,59,0,7.2,US,1670271534
422,ixtapa,20.7,-105.2,27.57,69,0,3.6,MX,1670271311
423,normandin,48.8333,-72.5321,2.17,75,99,7.72,CA,1670271366
424,pangnirtung,66.1451,-65.7125,-5.0,93,100,9.26,CA,1670271535
425,thurles,52.6819,-7.8022,5.9,92,99,4.43,IE,1670271048
426,mnogovershinnyy,53.9353,139.9242,-23.07,91,60,2.51,RU,1670271078
427,sorong,-0.8833,131.25,25.69,86,100,2.91,ID,1670271536
428,ahuimanu,21.4447,-157.8378,26.59,74,20,0.89,US,1670271128
429,upernavik,72.7868,-56.1549,-2.95,87,33,4.89,GL,1670271536
430,hualmay,-11.0964,-77.6139,21.91,71,10,4.27,PE,1670270944
431,saltillo,25.4167,-101.0,27.38,22,38,1.96,MX,1670271471
432,margate,51.3813,1.3862,7.61,87,100,1.79,GB,1670271537
433,nambucca heads,-30.65,153.0,22.0,57,20,1.79,AU,1670271538
434,charyshskoye,51.3978,83.5598,-16.15,98,100,0.14,RU,1670271538
435,port shepstone,-30.7414,30.455,19.49,69,27,8.91,ZA,1670271539
436,kaeo,-35.1,173.7833,16.92,84,100,2.19,NZ,1670271040
437,nikolayevka,53.1257,47.2041,-14.0,93,17,1.5,RU,1670271540
438,zhigansk,66.7697,123.3711,-28.56,98,100,0.59,RU,1670271035
439,ancud,-41.8697,-73.8203,13.5,96,100,8.42,CL,1670270943
440,sangar,63.9242,127.4739,-29.94,95,100,1.85,RU,1670271540
441,tevaitoa,-16.7833,-151.5,26.54,77,97,8.23,PF,1670271541
442,mokhsogollokh,61.4681,128.9203,-26.39,99,100,1.13,RU,1670271008
443,mehran,33.1222,46.1646,16.01,57,2,0.84,IR,1670271542
444,la palma,33.8464,-118.0467,19.05,64,75,2.57,US,1670271502
445,zhengjiatun,43.5064,123.5064,-10.89,51,0,3.95,CN,1670271543
446,barabinsk,55.3571,78.357,-24.47,96,59,0.71,RU,1670271543
447,aksay,47.26,39.87,-4.86,33,0,8.49,RU,1670271544
448,aleksandrov gay,50.147,48.5704,-9.47,77,19,4.23,RU,1670271544
449,lulea,65.5842,22.1547,0.04,93,100,3.6,SE,1670271545
450,bathsheba,13.2167,-59.5167,28.92,73,20,2.57,BB,1670270985
451,phan thiet,10.9333,108.1,23.88,88,100,2.02,VN,1670271546
452,beian,63.6559,9.5683,5.05,75,75,8.23,NO,1670271546
453,ippy,6.2679,21.2247,26.08,39,17,0.98,CF,1670271546
454,khartoum,15.5518,32.5324,27.23,34,2,0.89,SD,1670271277
455,havelock,34.8791,-76.9013,15.99,75,0,4.63,US,1670271419
456,mezen,65.8522,44.24,-9.48,94,99,4.31,RU,1670271547
457,nantucket,41.2835,-70.0995,9.08,73,8,5.59,US,1670270959
458,muli,2.9167,73.5667,26.64,75,100,1.85,MV,1670271548
459,arlit,18.7369,7.3853,26.86,15,93,3.94,NE,1670271549
460,verkhoyansk,67.5447,133.385,-27.27,99,100,1.14,RU,1670271550
461,broska,45.3733,28.783,3.19,77,100,4.12,UA,1670271550
462,wawa,9.9022,4.4192,28.08,26,21,2.91,NG,1670271551
463,santa isabel,-23.3156,-46.2214,23.84,98,100,1.82,BR,1670271551
464,hamilton,39.1834,-84.5333,9.43,53,100,4.63,US,1670271117
465,broome,42.2506,-75.833,6.72,42,0,4.63,US,1670271552
466,hobyo,5.3505,48.5268,26.79,78,100,7.17,SO,1670271553
467,champerico,14.3,-91.9167,33.3,72,3,2.74,GT,1670271553
468,buchanan,5.8808,-10.0467,25.84,85,99,2.11,LR,1670271553
469,svetlogorsk,52.6333,29.7333,-10.35,88,78,3.87,BY,1670271022
470,uruzgan,32.8333,66.0,6.79,43,96,0.51,AF,1670271554
471,calabozo,8.9242,-67.4293,32.8,39,64,1.05,VE,1670271555
472,litovko,49.2361,135.1742,-18.28,91,32,4.03,RU,1670271556
473,maniitsoq,65.4167,-52.9,2.56,84,100,15.06,GL,1670271029
474,banjar,-8.19,114.9675,25.6,81,100,0.85,ID,1670271556
475,yerofey pavlovich,53.9667,121.9667,-22.18,95,100,1.39,RU,1670271557
476,shirokiy,49.758,129.523,-19.97,94,83,3.34,RU,1670271557
477,pervomayskiy,53.2485,40.2871,-8.04,56,73,2.62,RU,1670271558
478,sheltozero,61.3667,35.3667,-6.5,93,99,5.41,RU,1670271558
479,kochubeyevskoye,44.6442,41.8453,-4.5,83,92,8.98,RU,1670271559
480,sumbe,-11.2061,13.8437,25.3,88,79,4.89,AO,1670271560
481,yulara,-25.2406,130.9889,26.55,17,9,3.58,AU,1670270981
482,omboue,-1.5746,9.2618,26.0,88,100,2.04,GA,1670271561
483,baghdad,33.3406,44.4009,10.95,93,0,0.51,IQ,1670271334
484,klamath falls,42.2249,-121.7817,2.25,88,75,3.6,US,1670271561
485,big rapids,43.6981,-85.4837,5.05,77,100,3.09,US,1670271562
486,krasnoselkup,65.7,82.4667,-4.02,93,100,7.21,RU,1670271562
487,kutum,14.2,24.6667,17.46,21,13,5.67,SD,1670271089
488,kondinskoye,59.6481,67.41,-21.24,100,98,1.97,RU,1670271563
489,rawson,-43.3002,-65.1023,31.39,17,100,9.88,AR,1670271039
490,arsenyev,44.1631,133.2733,-15.43,93,7,1.0,RU,1670271564
491,tshane,-24.0196,21.8684,25.08,15,0,5.16,BW,1670271564
492,carutapera,-1.195,-46.02,27.69,71,100,3.91,BR,1670271565
493,peace river,56.2501,-117.286,-20.83,59,20,5.66,CA,1670271565
494,aras,42.5617,-2.356,5.98,93,100,2.57,ES,1670271566
495,wangaratta,-36.3667,146.3333,12.31,86,13,1.99,AU,1670271566
496,carauari,-4.8828,-66.8958,29.08,73,100,0.53,BR,1670271567
497,changqing,36.5575,116.7272,-0.48,42,0,2.28,CN,1670271567
498,chagoda,59.164,35.3285,-8.26,93,100,2.64,RU,1670271568
499,gamba,-2.65,10.0,25.52,91,97,2.26,GA,1670271568
500,sibolga,1.7427,98.7792,23.59,90,100,1.4,ID,1670271569
501,chauk,20.8833,94.8167,22.46,65,10,1.33,MM,1670271569
502,lucea,18.451,-78.1736,28.25,61,4,7.99,JM,1670271570
503,taltal,-25.4,-70.4833,20.4,66,23,2.65,CL,1670271570
504,belmonte,-15.8631,-38.8828,24.43,79,100,3.26,BR,1670271571
505,atar,20.5169,-13.0499,24.81,18,0,1.68,MR,1670271572
506,saint-augustin,51.226,-58.6502,-5.32,82,5,2.21,CA,1670271001
507,north bend,43.4065,-124.2243,10.65,92,40,1.54,US,1670271572
508,ola,59.5833,151.2833,-24.5,93,35,3.57,RU,1670271573
509,codrington,-38.2667,141.9667,11.61,73,9,5.16,AU,1670271033
510,talavera de la reina,39.9635,-4.8308,9.65,96,100,2.79,ES,1670271574
511,sirjan,29.452,55.6814,10.56,60,50,1.22,IR,1670271574
512,antalaha,-14.9003,50.2788,24.31,79,38,3.75,MG,1670271450
513,mackay,-21.15,149.2,20.93,80,0,2.88,AU,1670271575
514,ghotki,28.006,69.3161,17.89,27,0,1.52,PK,1670271575
515,amboise,47.4125,0.9827,5.3,86,100,2.06,FR,1670271405
516,lukovetskiy,64.2956,41.9211,-8.35,94,100,3.78,RU,1670271576
517,obo,5.3998,26.4869,24.71,52,80,1.54,CF,1670271577
518,somotillo,13.0433,-86.9064,34.08,40,13,3.01,NI,1670271577
519,tautira,-17.7333,-149.15,25.74,79,53,6.98,PF,1670271034
520,sterlibashevo,53.4376,55.2578,-20.91,100,93,0.68,RU,1670271578
521,barcelos,41.5388,-8.6151,13.08,85,100,2.26,PT,1670271578
522,upington,-28.4478,21.2561,21.53,13,78,3.23,ZA,1670270993
523,kiunga,-6.1219,141.2906,22.39,99,100,0.82,PG,1670271016
524,ulefoss,59.2838,9.2646,-5.75,94,11,1.22,NO,1670271580
525,portland,45.5234,-122.6762,6.86,79,20,2.24,US,1670271344
526,mastic beach,40.7668,-72.8521,9.43,66,0,3.58,US,1670271580
527,bodden town,19.2833,-81.25,29.0,67,40,6.69,KY,1670271581
528,salalah,17.0151,54.0924,24.05,57,0,2.06,OM,1670271581
529,rehoboth,-23.3167,17.0833,22.32,11,0,5.02,NA,1670271582
530,kuldur,49.2167,131.6333,-22.86,100,99,0.89,RU,1670271582
531,sao miguel do iguacu,-25.3481,-54.2378,31.69,55,3,1.61,BR,1670271583
532,adrar,20.5022,-10.0711,24.98,22,6,1.3,MR,1670271583
533,saint-francois,46.4154,3.9054,-0.18,93,20,0.0,FR,1670271584
534,ambon,-3.6954,128.1814,25.13,15,40,3.6,ID,1670271059
535,saint-georges,12.0564,-61.7485,27.82,69,20,3.6,GD,1670271585
536,beringovskiy,63.05,179.3167,-0.14,98,100,17.06,RU,1670271585
537,maningrida,-12.0667,134.2667,26.96,69,95,1.14,AU,1670271586
538,xuddur,4.1213,43.8894,25.76,43,94,3.87,SO,1670271586
539,tonj,7.2737,28.6822,28.14,32,30,1.87,SS,1670271587
540,pryazha,61.6926,33.6216,-3.43,94,100,3.21,RU,1670271587
541,virginia beach,36.8529,-75.978,12.79,65,75,3.09,US,1670271407
542,albania,41.0,20.0,11.49,76,10,1.64,AL,1670271510
543,merauke,-8.4667,140.3333,24.89,87,95,3.78,ID,1670271588
544,olga,43.7444,135.2892,-13.93,81,3,1.89,RU,1670271589
545,mayya,61.7333,130.2811,-38.38,99,100,1.02,RU,1670271589
546,poum,-20.2333,164.0167,26.58,83,100,6.25,NC,1670271057
547,kincardine,56.0667,-3.7167,4.99,84,99,1.38,GB,1670271590
548,kattivakkam,13.2167,80.3167,28.05,76,76,4.45,IN,1670271590
549,vila franca do campo,37.7167,-25.4333,16.78,82,72,5.87,PT,1670270991
550,hangu,39.2489,117.7892,-6.98,38,0,3.45,CN,1670271591
551,manica,49.0,-1.1667,1.2,95,95,2.14,FR,1670271592
552,fort nelson,58.8053,-122.7002,-20.03,58,74,1.79,CA,1670270728
553,komsomolskiy,40.4272,71.7189,-0.6,86,100,4.12,UZ,1670271500
554,sao francisco de assis,-29.5503,-55.1311,32.55,35,0,6.19,BR,1670271593
555,alugan,12.2188,125.4808,26.13,77,100,3.9,PH,1670271593
556,moranbah,-22.0016,148.0466,21.76,75,0,2.87,AU,1670271594
557,abu samrah,35.3029,37.1841,12.65,69,3,2.0,SY,1670271594
558,andenes,69.3143,16.1194,3.29,93,75,8.75,NO,1670271595
559,samana,19.2056,-69.3369,29.12,70,40,3.09,DO,1670271595
560,namibe,-15.1961,12.1522,21.57,77,13,2.53,AO,1670271065
561,dongsheng,39.8161,109.9776,-9.17,45,1,2.97,CN,1670271596
562,buluang,13.3068,123.3425,23.57,94,96,1.38,PH,1670271596
563,russell,32.3502,-85.1999,20.66,64,20,2.57,US,1670271324
564,rodrigues alves,-7.738,-72.6509,33.11,45,77,0.78,BR,1670271597
565,luderitz,-26.6481,15.1594,16.64,67,3,10.34,NA,1670271598
566,nizwa,22.9333,57.5333,19.32,63,0,0.96,OM,1670271598
567,mamallapuram,12.6264,80.1722,28.03,74,99,4.52,IN,1670270999
568,el alto,-4.2714,-81.2147,24.81,67,20,6.32,PE,1670271599
569,eirunepe,-6.6603,-69.8736,30.8,59,83,0.78,BR,1670271600
570,dicabisagan,17.0818,122.4157,24.22,92,100,3.16,PH,1670271600
571,khiri mat,16.8333,99.8,23.74,84,77,0.65,TH,1670271601
572,ginir,7.1333,40.7,14.08,35,12,2.38,ET,1670271601
573,gornopravdinsk,60.05,69.9,-21.58,100,100,1.32,RU,1670271602
574,richards bay,-28.783,32.0377,21.35,81,100,6.43,ZA,1670271014
575,jimenez,28.3333,-105.4,28.01,24,80,4.93,MX,1670271454
